make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_rub,region
1997,20.57,2500,Petrol,3,BMW,Manual,Silver,Unknown,1,Yes,584940,Юг
2022,16.71,800,Diesel,3,Toyota,Manual,Red,Full,1,Yes,660210,СПб
2021,20.13,1000,Petrol,5,Chevrolet,Manual,Black,Full,1,Yes,375579,Юг
2015,19.04,800,Petrol,1,Hyundai,Manual,Blue,Partial,1,No,624966,Дальний Восток
2014,18.41,1500,Diesel,4,Volkswagen,Manual,White,Unknown,1,No,589394,Юг
2001,23.17,800,Petrol,3,Nissan,Automatic,White,Partial,0,Yes,376123,СПб
1997,22.45,1500,Petrol,2,Toyota,Automatic,Blue,Full,0,Yes,559110,Урал
2002,24.37,5000,Petrol,1,Honda,Manual,Silver,Full,0,No,1142609,Сибирь
2001,10.13,1000,Petrol,5,BMW,Automatic,Gray,Full,1,Yes,95000,СПб
2015,14.87,1200,Petrol,3,Ford,Automatic,Black,Full,1,Yes,687996,Дальний Восток
2013,19.92,1200,Electric,5,Volkswagen,Manual,Gray,Full,0,Yes,764802,Урал
2018,19.87,800,Electric,5,Honda,Automatic,Black,Unknown,0,No,784393,Юг
2008,25.38,800,Petrol,1,Hyundai,Manual,Blue,Full,2,Yes,454807,Юг
1998,14.39,5000,Electric,3,Tesla,Automatic,Silver,Unknown,0,Yes,1058592,Юг
2010,16.02,1800,Diesel,3,Kia,Automatic,Red,Full,1,No,558389,Юг
2023,17.83,1000,Diesel,4,Volkswagen,Manual,White,Partial,0,Yes,647959,Юг
2020,5.78,5000,Petrol,3,BMW,Manual,Gray,Unknown,1,Yes,1021929,Юг
2003,16.18,3000,Petrol,4,Kia,Automatic,Gray,Full,0,Yes,563354,Урал
2001,19.1,1800,Petrol,3,Kia,Manual,Black,Partial,0,Yes,383060,Дальний Восток
2012,20.58,800,Petrol,4,Honda,Manual,White,Full,0,Yes,401777,Юг
1998,22.14,4000,Electric,3,Nissan,Automatic,Blue,Unknown,0,Yes,1211455,СПб
2011,13.64,1500,Diesel,2,Tesla,Manual,Silver,Full,0,Yes,530068,СПб
2012,16.38,1200,Petrol,3,Toyota,Manual,White,Full,1,Yes,397698,Москва
2010,19.1,1500,Diesel,4,Chevrolet,Automatic,Gray,Full,0,Yes,530065,Урал
2002,13.19,1800,Diesel,5,Kia,Automatic,White,Partial,0,No,245975,СПб
2006,21.8,3000,Petrol,2,Nissan,Manual,Blue,Full,2,No,804464,Урал
1996,24.21,2500,Diesel,2,Tesla,Automatic,Red,Full,0,Yes,686239,СПб
2019,19.15,2000,Diesel,3,BMW,Automatic,Black,Partial,0,Yes,894289,Москва
2008,23.43,1800,Petrol,2,Hyundai,Manual,White,Full,0,Yes,533050,Дальний Восток
2003,14.99,4000,Diesel,5,BMW,Manual,Blue,Unknown,0,Yes,646005,СПб
2019,12.63,1500,Diesel,1,Nissan,Manual,Blue,Unknown,0,Yes,548373,СПб
2004,18.7,1800,Petrol,3,Hyundai,Automatic,Silver,Partial,0,Yes,569049,Дальний Восток
2003,15.05,2000,Diesel,3,Chevrolet,Manual,Silver,Full,1,No,380322,Москва
2000,26.87,2000,Petrol,2,Chevrolet,Manual,Silver,Full,1,Yes,629988,Дальний Восток
2016,14.19,4000,Electric,1,Toyota,Automatic,Black,Full,0,Yes,1192555,Дальний Восток
2013,13.65,2500,Petrol,4,Chevrolet,Automatic,Red,Unknown,1,Yes,729103,СПб
2000,23.8,1800,Diesel,3,Ford,Automatic,Black,Unknown,0,Yes,580075,Москва
2009,23.14,5000,Petrol,3,Toyota,Automatic,White,Partial,0,Yes,1049293,Юг
1999,8.15,1200,Diesel,2,Kia,Manual,Red,Unknown,1,Yes,96149,Москва
2018,10.63,800,Petrol,3,Chevrolet,Manual,Silver,Full,0,No,623757,Урал
2022,12.84,1000,Petrol,5,Kia,Manual,Blue,Full,0,No,459715,Урал
2020,14.12,1000,Diesel,5,Hyundai,Automatic,White,Full,1,Yes,375221,Москва
2006,17.11,800,Petrol,2,Honda,Automatic,Gray,Unknown,0,No,283902,Дальний Восток
1997,24.16,3000,Diesel,1,Kia,Automatic,White,Full,1,No,860393,Москва
2005,15.27,1200,Petrol,2,Hyundai,Manual,Gray,Full,0,Yes,452422,Юг
2002,11.99,1500,Diesel,4,Nissan,Manual,White,Full,0,Yes,383845,СПб
2015,20.23,4000,Diesel,5,Kia,Manual,White,Full,1,Yes,899545,СПб
2020,17.94,4000,Petrol,5,Volkswagen,Automatic,White,Full,2,Yes,761155,Сибирь
2014,18.9,5000,Petrol,2,Nissan,Manual,Black,Unknown,0,No,1158165,Урал
2006,22.9,5000,Diesel,4,BMW,Manual,Gray,Full,0,Yes,859843,Москва
1997,11.96,3000,Petrol,5,Chevrolet,Manual,Black,Unknown,0,Yes,353387,СПб
2016,25.32,4000,Diesel,1,Toyota,Manual,Red,Partial,1,No,1424576,Юг
2009,29.4,800,Petrol,2,Kia,Manual,Black,Unknown,1,Yes,638796,Сибирь
1995,14.76,2500,Electric,1,BMW,Manual,White,Full,1,Yes,790107,Урал
2014,22.33,2000,Diesel,2,Ford,Automatic,Red,Full,0,No,848319,Сибирь
1996,14.87,1200,Petrol,5,Volkswagen,Manual,Red,Unknown,0,Yes,150322,Дальний Восток
1998,15.48,1200,Electric,2,Ford,Manual,Blue,Full,1,Yes,633822,СПб
2001,14.9,5000,Diesel,2,Nissan,Automatic,White,Unknown,2,Yes,1101551,Москва
2002,14.71,2500,Diesel,5,Honda,Automatic,Blue,Partial,0,Yes,450096,Дальний Восток
2002,17.2,5000,Diesel,5,Ford,Automatic,Blue,Unknown,0,Yes,832932,Юг
1996,27.0,1000,Diesel,1,Kia,Automatic,Red,Unknown,2,Yes,363923,Дальний Восток
2018,21.35,1200,Petrol,2,Ford,Manual,Black,Full,0,Yes,743898,СПб
2006,17.76,4000,Petrol,3,Ford,Manual,Black,Full,0,Yes,1003203,Москва
2009,20.56,1000,Petrol,2,Hyundai,Automatic,White,Full,1,Yes,594403,Сибирь
1997,17.01,2000,Diesel,1,Honda,Manual,Black,Unknown,1,Yes,333242,Москва
2005,20.09,1800,Petrol,5,Ford,Manual,White,Unknown,1,Yes,571340,СПб
2012,17.92,2000,Diesel,5,Volkswagen,Manual,White,Full,0,Yes,494160,Дальний Восток
1997,8.54,4000,Petrol,2,Tesla,Manual,Gray,Full,0,Yes,881137,СПб
2015,21.11,2500,Petrol,4,Tesla,Automatic,Silver,Full,0,Yes,793563,Дальний Восток
1995,10.88,1500,Petrol,4,Nissan,Automatic,White,Unknown,0,Yes,246068,Юг
1999,15.84,2000,Electric,5,Honda,Manual,Silver,Partial,1,Yes,689946,Москва
2009,14.22,1000,Diesel,5,Honda,Manual,Red,Partial,0,Yes,495456,Дальний Восток
2004,20.55,1200,Petrol,1,Hyundai,Manual,Gray,Unknown,1,Yes,430990,Дальний Восток
2013,17.19,2000,Diesel,1,BMW,Manual,White,Unknown,0,Yes,769174,Москва
2006,20.29,2500,Petrol,2,Hyundai,Manual,Blue,Unknown,0,Yes,700317,Урал
2003,9.42,2000,Diesel,2,Volkswagen,Manual,Blue,Full,0,Yes,334088,Юг
2018,17.99,2500,Diesel,2,Honda,Manual,Red,Unknown,0,Yes,850725,СПб
2019,18.31,1000,Petrol,4,Chevrolet,Manual,Red,Full,0,Yes,558396,Урал
2022,13.85,1000,Diesel,5,Chevrolet,Manual,Gray,Unknown,0,Yes,597372,Юг
1996,21.26,4000,Electric,5,Toyota,Manual,Black,Full,0,No,978309,Юг
2013,18.66,3000,Petrol,4,Nissan,Manual,White,Full,0,Yes,921375,Урал
2021,16.0,2500,Petrol,2,Hyundai,Manual,Black,Unknown,1,Yes,828252,Юг
2013,18.48,800,Petrol,2,Kia,Automatic,Blue,Unknown,0,Yes,543364,Урал
1997,19.42,4000,Diesel,2,Honda,Automatic,Black,Full,1,Yes,768913,Москва
2000,17.19,2000,Petrol,3,BMW,Automatic,White,Full,1,Yes,452624,Сибирь
2002,22.04,1800,Diesel,2,Kia,Automatic,Silver,Full,1,Yes,581721,СПб
2018,23.99,5000,Diesel,5,BMW,Automatic,Black,Full,1,No,1031209,Урал
2014,22.1,3000,Petrol,1,Chevrolet,Automatic,Gray,Unknown,1,Yes,971647,Урал
2019,17.31,2000,Petrol,2,BMW,Manual,Gray,Partial,0,Yes,969804,Дальний Восток
2000,22.84,1200,Petrol,5,Kia,Manual,White,Partial,0,Yes,508848,Урал
2009,14.88,800,Petrol,2,Toyota,Manual,Black,Full,0,Yes,310045,Москва
2022,21.74,1800,Electric,5,Honda,Manual,White,Full,2,Yes,908975,Москва
2023,17.27,5000,Diesel,2,Volkswagen,Manual,Silver,Full,1,No,1248011,Юг
2021,21.6,1500,Petrol,4,Hyundai,Manual,Silver,Full,1,No,754756,Сибирь
2022,22.49,2500,Petrol,3,Chevrolet,Automatic,Silver,Partial,1,No,966532,Дальний Восток
2010,21.54,1800,Diesel,3,Honda,Manual,White,Full,0,Yes,678991,Дальний Восток
2013,19.87,1200,Diesel,4,Kia,Automatic,Blue,Partial,1,Yes,369889,Урал
2000,18.55,1500,Electric,2,Toyota,Automatic,Red,Partial,2,Yes,749623,Урал
1999,26.27,1500,Petrol,2,BMW,Automatic,Blue,Partial,0,No,591137,Юг
2005,13.47,3000,Petrol,2,Hyundai,Automatic,Silver,Full,1,Yes,809970,Москва
2011,14.33,800,Petrol,2,Toyota,Automatic,Silver,Full,0,Yes,393165,СПб
2014,21.36,1500,Diesel,3,Kia,Manual,Blue,Partial,1,Yes,627166,Дальний Восток
1997,18.66,1000,Diesel,5,Tesla,Manual,Silver,Partial,0,Yes,196144,Дальний Восток
1997,7.55,5000,Petrol,5,Chevrolet,Manual,Silver,Unknown,1,Yes,823849,Юг
2017,22.19,800,Diesel,5,Volkswagen,Manual,Silver,Partial,0,Yes,553447,Москва
2009,17.81,2000,Diesel,5,BMW,Automatic,Red,Unknown,0,Yes,464676,СПб
2003,19.75,1500,Diesel,3,Volkswagen,Automatic,Black,Full,0,Yes,586538,Урал
2008,14.14,2500,Petrol,4,Nissan,Automatic,Black,Full,2,Yes,735226,Юг
2010,18.45,1000,Diesel,1,Volkswagen,Automatic,Silver,Full,1,Yes,614203,Москва
2020,18.31,1000,Diesel,2,Nissan,Manual,Black,Partial,1,Yes,663291,Сибирь
2023,13.29,1500,Petrol,3,Honda,Manual,Gray,Full,3,Yes,693797,СПб
2011,24.96,1200,Petrol,5,Nissan,Automatic,White,Partial,0,Yes,462490,Дальний Восток
2002,20.74,4000,Diesel,5,Nissan,Manual,Blue,Full,0,Yes,901949,Юг
2011,22.08,800,Diesel,5,Honda,Automatic,White,Partial,1,No,381753,Москва
2008,28.27,1800,Diesel,2,Kia,Manual,Red,Partial,0,Yes,688965,СПб
2011,10.85,1000,Diesel,2,Volkswagen,Automatic,Silver,Partial,1,Yes,385121,Юг
2019,10.56,1000,Petrol,1,Chevrolet,Manual,Gray,Unknown,1,Yes,650410,Юг
2006,23.81,2500,Petrol,2,Ford,Manual,Red,Unknown,0,Yes,817736,Урал
2020,9.44,5000,Petrol,5,Honda,Manual,Blue,Partial,0,Yes,1028631,Дальний Восток
2022,15.26,4000,Electric,5,Chevrolet,Manual,Blue,Full,1,Yes,1249278,СПб
2020,13.01,800,Diesel,3,Nissan,Automatic,Gray,Unknown,0,No,691852,Юг
2006,15.94,2000,Electric,5,Honda,Manual,Black,Full,1,Yes,687768,Москва
2020,18.28,1200,Petrol,2,Volkswagen,Manual,Gray,Unknown,1,Yes,623717,Юг
2012,16.97,1800,Petrol,5,Toyota,Automatic,Silver,Partial,1,No,687262,СПб
2013,16.36,5000,Petrol,1,BMW,Automatic,Gray,Full,0,Yes,1204785,Юг
1999,16.26,1000,Petrol,2,Nissan,Automatic,Blue,Full,2,Yes,383333,Дальний Восток
2010,25.46,800,Diesel,1,Hyundai,Manual,Blue,Partial,0,Yes,639301,Москва
2013,15.73,1800,Diesel,1,Toyota,Automatic,Red,Partial,0,Yes,731841,Урал
2004,6.18,2500,Petrol,2,Honda,Automatic,Silver,Unknown,0,Yes,663249,Москва
2018,15.38,1500,Diesel,1,Nissan,Manual,Black,Full,1,Yes,782370,СПб
2003,19.3,1000,Electric,1,Kia,Manual,Silver,Full,1,Yes,717627,СПб
2023,26.84,1200,Petrol,2,Ford,Manual,Gray,Unknown,0,Yes,935480,СПб
1996,7.7,5000,Petrol,5,BMW,Manual,Silver,Full,1,Yes,523315,Урал
2016,16.2,800,Diesel,3,Nissan,Manual,Black,Full,0,Yes,711866,Москва
2002,16.32,5000,Petrol,2,Volkswagen,Manual,White,Partial,0,Yes,882668,СПб
2021,17.58,5000,Diesel,2,BMW,Manual,Blue,Full,0,Yes,1261098,Москва
2016,18.41,3000,Petrol,1,Honda,Manual,Blue,Full,0,Yes,1024848,Сибирь
1997,15.98,5000,Diesel,5,Nissan,Manual,Blue,Full,0,No,766289,Москва
2012,18.66,4000,Petrol,3,Hyundai,Manual,White,Full,1,No,901454,Урал
2022,12.16,1500,Electric,3,Nissan,Automatic,Red,Full,1,No,1014516,Сибирь
2012,21.0,1800,Diesel,5,Volkswagen,Automatic,Black,Full,0,Yes,579351,СПб
2020,17.52,2500,Petrol,1,Chevrolet,Manual,Black,Unknown,1,Yes,987128,Юг
2001,22.08,800,Petrol,4,Volkswagen,Manual,Silver,Unknown,1,No,287134,СПб
1998,15.59,1000,Diesel,5,Honda,Automatic,White,Unknown,0,No,150628,Москва
2009,18.14,1500,Diesel,2,Nissan,Manual,Blue,Unknown,0,Yes,608045,Сибирь
2000,15.0,5000,Petrol,3,Volkswagen,Manual,Blue,Full,0,Yes,671098,Дальний Восток
2010,24.03,4000,Petrol,4,Kia,Manual,Silver,Partial,0,Yes,815627,Москва
1996,19.29,2000,Diesel,1,Nissan,Automatic,Silver,Unknown,0,No,654802,Дальний Восток
2014,15.92,2000,Diesel,4,Toyota,Manual,Blue,Full,0,Yes,503061,Москва
2023,19.82,1500,Diesel,3,Honda,Manual,White,Partial,0,Yes,658135,Юг
1999,10.4,4000,Petrol,4,Ford,Manual,Red,Full,0,Yes,699756,Юг
1998,12.51,4000,Diesel,2,Tesla,Manual,Silver,Unknown,1,Yes,667615,Москва
2016,25.04,2500,Electric,5,Ford,Manual,Blue,Unknown,2,Yes,1068380,СПб
2009,16.74,1800,Petrol,5,Tesla,Manual,Black,Full,0,Yes,298647,Сибирь
2017,17.25,1200,Diesel,3,Toyota,Manual,Black,Unknown,0,Yes,527157,Урал
2015,19.48,4000,Petrol,2,Toyota,Automatic,Silver,Full,0,Yes,996076,Сибирь
2009,25.94,2500,Petrol,4,Ford,Automatic,Black,Partial,2,No,830717,Сибирь
2021,12.4,4000,Electric,1,Chevrolet,Manual,Black,Partial,0,Yes,1400366,СПб
2013,16.49,2000,Diesel,4,Tesla,Automatic,Silver,Full,0,Yes,592673,Сибирь
2014,16.95,1000,Petrol,5,Ford,Manual,Black,Full,1,Yes,520579,СПб
2013,13.52,2500,Petrol,1,Tesla,Manual,Gray,Partial,2,Yes,866980,Урал
2002,14.74,2000,Diesel,1,Nissan,Manual,Silver,Partial,0,Yes,718540,Юг
1998,23.29,2500,Diesel,4,Toyota,Automatic,Red,Full,0,Yes,572612,Дальний Восток
2003,22.26,1000,Diesel,4,Volkswagen,Manual,White,Partial,1,No,441180,Дальний Восток
2009,28.6,1500,Diesel,1,Nissan,Manual,White,Partial,0,No,748942,Дальний Восток
2012,26.96,1500,Diesel,2,Honda,Manual,Black,Full,1,Yes,780091,Сибирь
2000,16.62,1000,Diesel,3,Ford,Manual,Red,Full,1,Yes,333393,СПб
2006,20.05,4000,Electric,4,Ford,Manual,Gray,Unknown,0,Yes,1124200,Дальний Восток
2009,23.18,3000,Petrol,3,Honda,Manual,Blue,Full,0,Yes,869865,Урал
2022,22.11,1200,Electric,1,Nissan,Manual,Gray,Full,0,Yes,1053254,СПб
2021,17.35,5000,Diesel,2,Honda,Automatic,Red,Full,0,Yes,1150703,Урал
2021,17.11,1800,Petrol,1,Tesla,Manual,Gray,Partial,0,Yes,607738,Юг
2012,21.25,3000,Petrol,2,Toyota,Manual,Red,Full,0,No,991335,Юг
2013,12.29,2500,Electric,2,Nissan,Automatic,Red,Partial,0,Yes,1162790,Сибирь
2019,12.27,4000,Diesel,5,Kia,Manual,Red,Partial,0,Yes,681045,Сибирь
1999,17.19,5000,Petrol,5,Hyundai,Automatic,Gray,Unknown,1,No,705911,Сибирь
1999,24.75,1500,Petrol,3,Nissan,Manual,Blue,Full,0,No,483323,Дальний Восток
2010,5.95,1500,Diesel,2,Honda,Automatic,White,Partial,0,Yes,485650,Урал
2000,32.51,2000,Diesel,3,BMW,Automatic,White,Full,0,No,606794,Москва
2014,12.1,4000,Petrol,4,Hyundai,Automatic,Red,Full,0,Yes,907351,Москва
2020,21.26,1800,Petrol,3,Hyundai,Manual,White,Partial,1,Yes,812439,Юг
2000,12.34,1800,Petrol,1,Volkswagen,Manual,White,Full,1,Yes,252051,Урал
2016,19.83,1200,Diesel,3,Honda,Automatic,Gray,Unknown,0,Yes,629524,Юг
2016,23.7,1500,Petrol,4,Nissan,Manual,White,Full,2,Yes,665484,СПб
1999,10.65,1500,Diesel,3,Hyundai,Automatic,Silver,Full,0,Yes,139263,Москва
2012,12.94,2500,Diesel,1,Tesla,Manual,Red,Full,0,Yes,624554,Дальний Восток
2005,12.93,1500,Petrol,4,Kia,Manual,Blue,Full,0,Yes,410567,Юг
2008,10.46,2000,Diesel,2,Kia,Manual,Blue,Full,1,Yes,542741,СПб
2013,15.84,1800,Diesel,4,Kia,Manual,Blue,Partial,2,No,412436,Дальний Восток
2008,10.5,1800,Diesel,3,Toyota,Manual,Red,Partial,2,Yes,469471,Дальний Восток
2011,24.44,3000,Diesel,1,Ford,Automatic,Gray,Full,0,No,1026933,СПб
2001,18.66,1200,Diesel,5,Kia,Manual,Gray,Full,0,Yes,318877,Сибирь
2013,24.9,1800,Diesel,1,Kia,Manual,Silver,Full,2,Yes,709251,Дальний Восток
2016,13.89,2500,Diesel,5,Volkswagen,Manual,Black,Full,1,Yes,702712,Дальний Восток
2001,14.75,2500,Petrol,3,Tesla,Automatic,Red,Partial,1,Yes,615336,Сибирь
2022,19.36,5000,Petrol,4,BMW,Manual,Red,Unknown,0,Yes,1193902,Сибирь
2020,21.48,1200,Petrol,2,Honda,Automatic,Blue,Unknown,1,Yes,857138,СПб
2015,18.17,800,Diesel,4,Chevrolet,Automatic,Red,Full,0,Yes,531078,Сибирь
2022,26.17,2500,Diesel,4,BMW,Manual,White,Full,2,Yes,826785,Юг
2015,20.3,1500,Diesel,5,Kia,Automatic,Silver,Unknown,0,Yes,688690,Сибирь
2001,29.92,1500,Diesel,1,Tesla,Manual,Red,Unknown,0,Yes,652708,СПб
2023,17.41,3000,Diesel,3,Hyundai,Automatic,Gray,Full,0,Yes,855059,Урал
2021,16.18,1500,Diesel,2,Hyundai,Manual,White,Full,1,Yes,729157,Дальний Восток
2016,16.68,1800,Diesel,2,Chevrolet,Automatic,Blue,Full,0,Yes,621842,Москва
2009,12.09,800,Diesel,5,Chevrolet,Manual,Blue,Unknown,0,Yes,242331,Москва
2005,15.18,3000,Petrol,3,Chevrolet,Manual,Gray,Full,1,Yes,731069,Москва
2014,22.53,2500,Diesel,1,Toyota,Manual,Blue,Full,2,Yes,750048,Урал
2016,19.61,1800,Petrol,3,Chevrolet,Manual,White,Unknown,0,Yes,510364,Юг
2014,10.18,2000,Petrol,4,Toyota,Automatic,Blue,Partial,0,Yes,701185,Дальний Восток
2022,21.95,1800,Petrol,1,Nissan,Automatic,Red,Partial,1,No,932623,СПб
2003,19.86,1500,Diesel,5,BMW,Automatic,White,Partial,1,Yes,411411,СПб
2000,15.94,1200,Electric,4,Kia,Manual,Blue,Partial,0,Yes,627715,СПб
2000,9.1,1500,Petrol,1,Nissan,Manual,Gray,Unknown,0,Yes,393006,Дальний Восток
2007,16.71,2500,Petrol,3,Chevrolet,Automatic,White,Full,1,Yes,782591,Дальний Восток
2016,15.3,800,Petrol,2,Tesla,Manual,White,Full,0,Yes,536572,Юг
2007,10.63,1800,Diesel,2,Volkswagen,Manual,Gray,Full,1,Yes,457680,Сибирь
1995,16.18,1500,Petrol,2,Tesla,Manual,Red,Full,0,Yes,353605,Сибирь
2012,26.81,1800,Diesel,1,Kia,Manual,Blue,Full,0,Yes,765202,Москва
2011,14.54,2000,Petrol,3,Tesla,Manual,Blue,Partial,0,No,526290,Юг
2006,26.31,2500,Diesel,2,Toyota,Manual,Red,Full,1,No,646818,Урал
2020,14.33,1000,Diesel,3,Volkswagen,Manual,Blue,Full,0,Yes,627904,Урал
2019,10.1,800,Petrol,2,Nissan,Automatic,White,Partial,0,Yes,545665,Дальний Восток
2016,20.97,2500,Petrol,3,Kia,Manual,White,Full,0,Yes,756165,Дальний Восток
2015,15.79,2000,Diesel,3,Hyundai,Manual,Gray,Full,2,Yes,599580,Москва
2011,21.91,2500,Diesel,1,Toyota,Manual,Silver,Full,0,Yes,841553,Урал
2001,17.29,1500,Electric,4,Ford,Automatic,Blue,Full,0,Yes,644907,Урал
2012,23.7,3000,Petrol,2,Volkswagen,Automatic,Red,Full,1,Yes,929999,Дальний Восток
1998,13.23,1500,Petrol,5,Honda,Automatic,Gray,Unknown,2,Yes,303640,Москва
2000,28.91,3000,Diesel,2,Toyota,Manual,Black,Full,2,Yes,725638,Дальний Восток
2017,22.66,5000,Diesel,4,Tesla,Automatic,Silver,Unknown,0,Yes,1061116,Урал
1999,21.77,3000,Diesel,3,Chevrolet,Automatic,Black,Partial,2,Yes,735559,Юг
2008,15.55,2000,Electric,1,Ford,Automatic,White,Full,1,Yes,842769,Дальний Восток
2001,20.68,2500,Petrol,3,Hyundai,Manual,Blue,Unknown,0,No,625979,Дальний Восток
2005,20.6,1000,Petrol,5,Nissan,Automatic,Silver,Unknown,0,Yes,447965,Урал
2006,17.4,800,Petrol,5,Kia,Manual,Black,Full,0,Yes,273066,Москва
2015,16.19,5000,Petrol,3,Chevrolet,Automatic,Black,Full,0,Yes,1338349,Дальний Восток
2002,15.98,5000,Electric,1,Honda,Manual,Red,Full,0,Yes,1107615,Урал
2007,24.4,4000,Diesel,1,Toyota,Automatic,Red,Partial,1,No,912585,СПб
2003,24.79,1500,Petrol,4,Hyundai,Automatic,Black,Partial,0,Yes,493614,Юг
2021,17.4,2000,Electric,1,Ford,Automatic,Gray,Full,0,Yes,1305426,Сибирь
2009,18.93,800,Petrol,4,Tesla,Manual,Silver,Unknown,1,Yes,316415,СПб
2009,21.7,3000,Diesel,1,Chevrolet,Manual,Silver,Partial,1,Yes,907056,СПб
2016,16.81,1200,Petrol,5,Kia,Automatic,Blue,Full,2,Yes,394408,Дальний Восток
2022,21.17,2500,Diesel,3,BMW,Manual,Gray,Unknown,1,Yes,846802,Дальний Восток
2009,10.83,1500,Diesel,4,Nissan,Manual,Blue,Partial,1,No,342499,СПб
2023,21.26,2500,Petrol,5,Hyundai,Manual,Blue,Full,0,No,854002,Дальний Восток
2012,18.68,5000,Petrol,2,Kia,Manual,Blue,Partial,0,Yes,1160314,Сибирь
2005,18.51,2000,Petrol,1,BMW,Automatic,Gray,Partial,0,Yes,683927,Урал
2006,24.06,800,Diesel,1,BMW,Manual,Gray,Full,2,Yes,621593,Юг
1996,20.55,4000,Diesel,3,Toyota,Manual,Blue,Partial,1,Yes,643360,Урал
2013,13.31,2000,Petrol,2,Volkswagen,Manual,Red,Full,0,Yes,679412,СПб
1998,22.72,2000,Electric,2,Honda,Manual,Silver,Full,1,Yes,689318,Юг
2014,12.85,1200,Petrol,2,BMW,Manual,Blue,Unknown,0,Yes,573359,Урал
2019,25.15,5000,Petrol,3,Ford,Automatic,Red,Partial,2,Yes,1347119,Урал
2000,20.03,1800,Petrol,5,Volkswagen,Automatic,White,Full,0,Yes,505909,Дальний Восток
1996,9.59,1500,Diesel,4,Toyota,Manual,Silver,Full,0,Yes,95000,Урал
2014,21.52,2000,Petrol,5,Toyota,Manual,Black,Partial,1,Yes,649485,Дальний Восток
1999,27.93,3000,Petrol,2,Toyota,Automatic,Red,Partial,0,No,917130,Юг
2016,19.27,1000,Petrol,2,Kia,Manual,Blue,Full,0,No,611060,СПб
2004,12.38,1500,Diesel,4,Ford,Manual,Gray,Partial,0,Yes,347851,Урал
2019,15.35,5000,Petrol,1,Tesla,Automatic,Red,Unknown,0,Yes,1197914,Сибирь
1999,14.23,1500,Electric,3,Honda,Automatic,Blue,Full,1,Yes,628992,Дальний Восток
2009,24.87,1200,Petrol,2,Nissan,Manual,Silver,Unknown,0,Yes,713119,Сибирь
2007,12.92,1800,Petrol,4,Chevrolet,Automatic,Red,Unknown,0,Yes,462329,Урал
2019,23.26,800,Diesel,1,BMW,Manual,Gray,Full,0,Yes,939069,Юг
2008,17.37,3000,Petrol,4,Volkswagen,Manual,Black,Unknown,0,Yes,659847,Дальний Восток
2010,21.83,3000,Diesel,3,Volkswagen,Manual,Blue,Full,1,Yes,988560,Урал
2009,21.67,1200,Diesel,1,Toyota,Automatic,Blue,Unknown,0,Yes,796623,Сибирь
2022,21.57,1000,Petrol,3,Chevrolet,Manual,White,Full,1,Yes,821076,Москва
2019,13.98,5000,Diesel,3,Kia,Automatic,Blue,Full,1,No,1184160,Москва
1998,20.32,2000,Petrol,5,Chevrolet,Manual,White,Full,0,Yes,284006,Сибирь
2022,17.08,3000,Electric,1,Tesla,Manual,Black,Partial,1,No,1429810,Дальний Восток
2015,20.99,1200,Diesel,3,Ford,Automatic,Black,Full,0,No,594440,Дальний Восток
2001,12.75,1000,Diesel,2,Volkswagen,Manual,Silver,Full,0,Yes,320916,Москва
2007,15.16,800,Petrol,2,Toyota,Manual,Red,Full,0,No,456577,Дальний Восток
1996,16.64,1500,Diesel,2,Kia,Automatic,Blue,Unknown,0,Yes,350451,Дальний Восток
2008,16.65,1800,Diesel,5,Nissan,Manual,White,Full,0,Yes,532970,Юг
2012,21.36,1800,Electric,2,Volkswagen,Manual,White,Unknown,0,Yes,1120772,СПб
2016,17.57,1200,Petrol,1,Tesla,Manual,Black,Full,1,No,673013,Урал
2017,19.67,1000,Petrol,3,Honda,Manual,Black,Full,2,Yes,526451,Урал
2018,21.57,2500,Diesel,5,Honda,Manual,Red,Full,1,No,763569,Урал
2011,11.69,4000,Diesel,3,Chevrolet,Manual,Red,Full,2,Yes,846307,Урал
2003,18.65,5000,Electric,1,Ford,Automatic,Blue,Partial,0,Yes,1262276,Урал
2006,20.56,2500,Petrol,2,Chevrolet,Automatic,Black,Full,1,Yes,647631,Дальний Восток
2018,14.34,3000,Petrol,3,Volkswagen,Automatic,Blue,Partial,1,Yes,824561,Сибирь
2007,19.06,2000,Petrol,3,Kia,Manual,Blue,Partial,1,Yes,463080,Урал
2015,27.91,1200,Diesel,2,Honda,Manual,Black,Full,0,No,773486,Дальний Восток
2016,17.14,1000,Electric,3,BMW,Automatic,White,Unknown,2,Yes,957915,Юг
2003,14.72,1500,Diesel,2,BMW,Manual,Red,Full,2,No,546597,СПб
2010,26.11,1500,Diesel,4,BMW,Manual,White,Unknown,0,Yes,546506,Урал
2018,18.2,5000,Diesel,2,Nissan,Manual,Red,Unknown,0,Yes,1164956,Юг
1995,23.8,2500,Diesel,4,Chevrolet,Automatic,Red,Full,1,Yes,518698,Дальний Восток
2020,16.75,1800,Petrol,2,Nissan,Manual,Silver,Unknown,2,Yes,741795,Юг
2014,13.81,4000,Petrol,4,BMW,Automatic,Gray,Full,1,No,811715,Сибирь
1995,12.18,1000,Petrol,4,Ford,Automatic,Silver,Partial,0,Yes,95000,Дальний Восток
